table_name,event_date,user_pseudo_id,advertising_id,app_version,platform,country,online_time,max_level,engagement_time_msec,ga_session_id,ga_session_number,event_name,product_id_iap,rev_iap,rev_iaa,placement,ad_source,ad_format,install_date
IAA,7/31/2025,66bf87fb4240af00712fc7a853d87ce3,b4c7e800-f234-4100-814e-3857d6be6231,3.1.1,ANDROID,Taiwan,6820694,133,,1753923558,105,ad_impression,,0,0.023,GameWinAds_Type_2.1,Google AdMob,REWARDED,6/24/2025
IAA,8/9/2025,bb16842be34471e2d4602d9c546831ca,bd3721c0-89ca-4b02-84df-53bceda40bf5,3.1.1,ANDROID,Indonesia,73530,35,,1754725945,30,ad_impression,,0,0.000571028,AdsChangeFahion,Google AdMob,REWARDED,7/30/2025
IAA,7/21/2025,69f5fcd88ec1c612a4f93c4fd6651d0e,be4e4923-0d08-4bd1-9934-97e38f768e90,3.1.1,ANDROID,India,4792,6,,1753049292,1,ad_impression,,0,0.000641654,AdsUpgrade_Patient,AppLovin,REWARDED,7/21/2025
IAA,8/9/2025,50e2b67f8cff85db98d5d34b5be5a392,cebb796b-1f03-4382-b87f-892790190b42,3.1.1,ANDROID,New Zealand,44902,41,,1754701528,5,ad_impression,,0,0.1108751,GameWinAds_Type_1.1,AppLovin,REWARDED,8/9/2025
IAA,7/30/2025,77d2baabe969dcca3cdf49014a85b3d5,cf084528-68a9-48d8-915d-7675b15dcbac,3.1.1,ANDROID,Angola,36392,39,,1753870482,4,ad_impression,,0,0.000306691,AdsUpgrade_Patient,AppLovin,REWARDED,7/30/2025
IAA,7/30/2025,0394d5bdbe6834afb7652bbd68509a69,d09ab0e6-166e-4b0d-8ea2-bc7c58144dd3,3.1.1,ANDROID,United States,69358,25,,1753851009,6,ad_impression,,0,0.022672433,GameWinAds_Type_1.1,Google AdMob,REWARDED,7/30/2025
IAA,7/25/2025,a8fb57d3b63507a86324cb8c0cb7f470,d122c13c-30a7-4d1a-b9d9-29ddb07c1b58,3.1.1,ANDROID,Australia,667403,254,,1753425822,71,ad_impression,,0,0.014271295,GameWinAds_Type_1.1,AppLovin,REWARDED,6/22/2025
IAA,7/17/2025,f5b7b39a4fecd9456b92f1d6e19b5200,d332752f-3111-4244-9b1c-449513f01700,3.1.1,ANDROID,Egypt,92211,108,,1752751453,22,ad_impression,,0,0.000603934,AdsChangeFahion,Google AdMob,REWARDED,6/30/2025
IAA,7/17/2025,f5b7b39a4fecd9456b92f1d6e19b5200,d332752f-3111-4244-9b1c-449513f01700,3.1.1,ANDROID,Egypt,49333,93,,1752700970,20,ad_impression,,0,0.00013735,AdsChangeFahion,Google AdMob,REWARDED,6/30/2025
IAA,7/17/2025,f5b7b39a4fecd9456b92f1d6e19b5200,d332752f-3111-4244-9b1c-449513f01700,3.1.1,ANDROID,Egypt,123924,116,,1752757166,23,ad_impression,,0,0.000112051,AdsChangeFahion,Google AdMob,REWARDED,6/30/2025
